规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-rendernodeclipoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,,ArkUI_RenderNodeClipOption,15,,未确认,P2,该概述仅说明这是渲染节点裁剪配置项，未进一步说明其整体用途以及能够解决的问题，用户无法从总体描述中明确该配置项用于配置节点的裁剪区域并限制内容显示范围，功能描述不够完整。,,定义渲染节点裁剪配置项，用于配置渲染节点的裁剪区域，限制节点内容的显示范围。,定义渲染节点裁剪配置项。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,"是","原文仅在文档第15行说明“定义渲染节点裁剪配置项”，未说明用途；native-template.md“结构体Struct和联合体Union的注释”要求说明作用和使用场合。接口 native_render.h 第2033—2082行提供多种形状创建裁剪配置的接口，ace_engine/interfaces/native/node/render_node.cpp 第1997—2022行按矩形、圆形、圆角矩形、椭圆形和路径应用裁剪，说明原概述确实缺少关键功能。","文档第15行已改为说明支持的形状、裁剪区域用途及作为 OH_ArkUI_RenderNodeUtils_SetClip 入参的用法；capi-native-render-h.md 第48行汇总描述已同步，无需进一步修改。"
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rendernodeclipoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,,ArkUI_RenderNodeClipOption,10,,未确认,P1,该 typedef 声明末尾缺少 C 语言语法要求的分号，放入代码上下文后无法正常编译，明确违反示例代码应无编译错误的要求。,,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption;,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,"否","文档第10行是生成的类型签名展示，不是要求可独立编译的示例代码；同目录同类 C API 类型页统一省略声明结束分号，真正的接口声明位于 interface/sdk_c/arkui/ace_engine/native/native_render.h 第176行并包含分号。","移除文档第10行此前按误报建议添加的分号，恢复为生成文档统一的类型签名格式；接口头文件第176行不修改。"
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rendernodeclipoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,,ArkUI_RenderNodeClipOption,10,,未确认,P1,该 C 语言 typedef 声明末尾缺少语句结束所必需的分号，按当前内容编译会产生语法错误。,,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption;,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,"否","文档第10行属于生成的 API 类型签名，不是独立 C 语句；可编译性应以 interface/sdk_c/arkui/ace_engine/native/native_render.h 第176行的完整声明为准，该行已有分号。","文档第10行恢复为不带分号的生成签名格式，与其他 capi 类型页保持一致；无需修改接口代码。"
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,10,,未确认,P1,该 typedef 声明末尾缺少必需的分号，不符合 C 语言声明语法；将该代码片段放入上下文后会产生编译错误。,,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle;,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,"否","文档第10行是生成的类型签名展示而非示例代码；实际声明在 interface/sdk_c/arkui/ace_engine/native/native_render.h 第64行，声明末尾已有分号，因此不存在接口语法错误。","保留文档第10行的生成签名格式，不添加分号；无需修改文档正文或接口代码。"
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,9,,未确认,P2,该代码块展示的是C语言代码，但代码块语言标识符使用了c。规则给出的常用代码块编程语言对照表明确规定C语言对应的关键字为cpp，因此应将代码块起始标记修改为```cpp。,,```cpp,```c,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,"否","文档第9行标记为 c 与内容及接口属性一致；interface/sdk_c/arkui/ace_engine/native/native_render.h 第48—50行通过 extern ""C"" 声明 C API，ArkUI 同目录 C API 生成页也统一使用 c 语言标识，改成 cpp 会错误标注语言。","保留文档第9行的 ```c，不改为 ```cpp。"
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,10,,未确认,P1,该typedef声明末尾缺少分号，无法构成完整、合法的C语言类型别名声明。,,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle;,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,"否","文档第10行是生成的 API 类型签名，不是可直接编译的示例；interface/sdk_c/arkui/ace_engine/native/native_render.h 第64行的真实 typedef 声明已经以分号结束。","保留文档第10行不带分号的生成展示格式，不修改接口头文件。"
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,15,,未确认,P2,该概述仅说明此类型是矩形形状结构体，未说明其总体用途以及适用场景，开发者无法从概述中了解该结构体用于解决什么问题，功能和场景描述不完整。,,定义用于描述矩形形状的结构体，适用于需要创建或配置矩形形状的场景。,定义矩形形状结构体。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,"是","原文在文档第15行只称“矩形形状结构体”，未说明用途，不满足 native-template.md 对结构体作用和使用场合的要求；native_render.h 第1704—1723、1947—1978及2033—2064行表明该类型既用于配置矩形边界，也用于创建矩形/椭圆形遮罩和裁剪。","文档第15行已补充矩形/椭圆形范围及作为遮罩或裁剪输入的用途；capi-native-render-h.md 第39行汇总描述已同步。"
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,10,,未确认,P1,该typedef声明末尾缺少C语言语法要求的分号，将该代码片段放入上下文后会直接产生编译错误，不符合示例代码可正常编译且无报错的要求。,,typedef struct ArkUI_RectShape ArkUI_RectShapeOption;,typedef struct ArkUI_RectShape ArkUI_RectShapeOption,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,"否","文档第10行是生成的类型签名展示；真实 typedef 位于 interface/sdk_c/arkui/ace_engine/native/native_render.h 第113行且已有分号，因此不存在 C 语法错误。","保留文档第10行不带分号的生成签名格式，不修改接口代码。"
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,10,,未确认,P1,该代码使用C语言语法声明ArkUI_RectShapeOption类型别名，但typedef声明末尾缺少分号，无法通过C编译器的语法检查。,,typedef struct ArkUI_RectShape ArkUI_RectShapeOption;,typedef struct ArkUI_RectShape ArkUI_RectShapeOption,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,"否","文档第10行不是独立代码示例，而是生成器展示的 API 类型签名；interface/sdk_c/arkui/ace_engine/native/native_render.h 第113行才是可编译声明，并已包含分号。","不在文档第10行添加分号，保持与同类 capi 类型页一致。"
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,15,,未确认,P2,该句是ArkUI_NumberValue的类型级概述，但仅说明其为Native侧的数字类型定义，未概括该联合类型可承载浮点数、有符号整数和无符号整数的总体能力及其基本用途，用户无法仅通过概述完整了解该类型的功能。,,ArkUI_NumberValue是ArkUI在Native侧的数字类型定义，用于存储浮点数、有符号整数或无符号整数。,ArkUI在Native侧的数字类型定义。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,"是","原文第15行只说明“Native侧的数字类型定义”，未概括联合体能力；interface/sdk_c/arkui/ace_engine/native/native_type.h 第231—236行明确包含 f32、i32、u32 三个成员，原概述缺少可承载的数值类别。","文档第15行已补充统一承载浮点、有符号整型和无符号整型数值的能力；成员表第27—31行及 capi-native-type-h.md 第33行已与正文保持一致。"
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,15,,未确认,P3,中文与英文术语“ArkUI”和“Native”之间缺少空格，不符合中英文混排格式一致性要求。,,ArkUI 在 Native 侧的数字类型定义。,ArkUI在Native侧的数字类型定义。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,"是","原文第15行“ArkUI在Native侧”在中文与英文术语边界缺少空格；当前文档第15行已采用“ArkUI 在 Native 侧”，并与 capi-native-type-h.md 第33行一致。","将文档第15行改为“ArkUI 在 Native 侧使用的数字类型……”，同时同步父级汇总表 capi-native-type-h.md 第33行。"
26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,15,,未确认,P1,“ArkUI”是鸿蒙体系的专有框架名称，并且是当前文档的核心主题词。其此前仅出现在标题和HTML注释中，按照内容排除规则不计为正文中的首次出现；第15行是该术语在说明性正文中的首次出现，但未提供中文全称、英文全称或相邻上下文解释，不符合首次出现时提供说明的要求。,,ArkUI（方舟UI框架）在Native侧的数字类型定义。,ArkUI在Native侧的数字类型定义。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,"否","ArkUI 是接口名和产品的正式专有名称，当前文档第15行“ArkUI 在 Native 侧使用的数字类型”已在相邻语境中直接说明其用途；native-template.md 的结构体/联合体要求是说明作用和使用场合，并未要求将 ArkUI 扩写为“方舟UI框架”。","保留文档第15行的 ArkUI 正式名称，不添加非接口定义中的中文扩写；capi-native-type-h.md 第33行保持一致。"
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,9,,未确认,P2,该代码块中的内容为 C 语言类型定义，但语言标识符使用了规则对照表未规定的“c”；按照规则，C 语言代码块应使用“cpp”作为语言标识符。,,```cpp,```c,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,"否","文档第9行的代码内容来自 C 接口类型定义，使用 c 标识准确；interface/sdk_c/arkui/ace_engine/native/native_type.h 第226—236行定义 ArkUI_NumberValue，改成 cpp 会把 C API 错标为 C++。","保留文档第9行的 ```c，不改为 ```cpp。"
26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-node-descriptor.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node-descriptor.md,,ArkUI_Node,15,,未确认,P2,ArkUI是鸿蒙体系中的专有框架名称。第15行属于API签名下方的正文定义说明，不属于标题、HTML注释或代码内容；ArkUI在当前正文中首次出现时未提供“方舟UI框架”等中文全称，所在句及相邻句也没有相关释义，不符合专有框架名称首次出现时提供全称的要求。,,定义ArkUI（方舟UI框架）native组件实例对象。,定义ArkUI native组件实例对象。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,"否","文档第15行已说明 ArkUI_Node 是 ArkUI native 组件实例对象，interface/sdk_c/arkui/ace_engine/native/native_type.h 第81—86行也以相同含义定义该对象；ArkUI 是正式 API 前缀，模板未要求首次出现时扩写中文名。","保留文档第15行的 ArkUI 正式名称，不添加“方舟UI框架”扩写；父级汇总表 capi-native-type-h.md 第31行保持一致。"
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-node-descriptor.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node-descriptor.md,,ArkUI_Node,10,,未确认,P2,该行位于 C 代码块中，表示结构体的前向声明。C 语言中的独立结构体前向声明必须以分号结尾，当前写法缺少分号，直接作为声明使用时无法通过语法检查。,,struct ArkUI_Node;,struct ArkUI_Node ,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,"否","文档第10行是生成的结构体签名展示，不是独立示例代码；真实前向声明位于 interface/sdk_c/arkui/ace_engine/native/native_type.h 第86行并带有分号，因此不存在接口语法错误。","保留文档第10行不带分号的生成展示格式，不修改 interface 头文件。"
