ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmramc9790r7dh67buw1j9ox0,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,307,未确认,P1,ArkUI,,,该行的 uniqueId 由可选链 node?.getUniqueId() 得到，可能为 undefined；而接口声明要求传入 number。未判空直接调用 freezeUINode，与接口定义不匹配。,,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","this.getUIContext().freezeUINode(uniqueId, false);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,文档原第304-307行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。,"在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第318-322行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, false)。"
cmramc96y0r7ch67b3d0erfth,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,300,未确认,P1,ArkUI,,,"该示例通过 const uniqueId = node?.getUniqueId(); 取得 uniqueId，返回值可能为 undefined；但 freezeUINode(uniqueId: number, isFrozen: boolean): void 的 uniqueId 参数定义为 number。调用前缺少 undefined 判断，属于接口参数不匹配。",,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,文档原第297-300行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。,"在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第309-313行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, true)。"
cmramc96p0r7bh67brw697xdq,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,282,未确认,P1,ArkUI,,,该行复用了外层由 node?.getUniqueId() 得到的 uniqueId，该值可能为 undefined。当前接口签名要求 uniqueId 参数为 number，调用前未校验其有效性，存在接口参数类型不匹配问题。,,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","this.getUIContext().freezeUINode(uniqueId, false);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,文档原第272-282行通过node?.getUniqueId()得到uniqueId，并在setTimeout中继续直接传入freezeUINode；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。,在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第282-295行将uniqueId获取和两次freezeUINode调用放入node !== null判断内。
cmramc96h0r7ah67b5z8489qc,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,276,未确认,P1,ArkUI,,,"该行使用的 uniqueId 来自上文 const uniqueId = node?.getUniqueId();，在 node 查询不到时可能为 undefined。freezeUINode(uniqueId: number, isFrozen: boolean): void 要求第一个参数为 number，直接传入未判空的 uniqueId 与接口定义不一致。",,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,"文档原第272-276行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode(uniqueId, true)；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。","在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第282-287行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, true)。"
cmramc9680r79h67b0rz7bhaw,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,268,未确认,P1,ArkUI,,,该行所在代码块中 uniqueId 由 node?.getUniqueId() 获取，可能为 undefined；但当前小节定义的 freezeUINode 第一个参数为 number。调用前缺少 undefined 判断，存在参数类型不匹配问题。,,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,文档原第265-268行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。,"在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第273-277行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, true)。"
cmramc9610r78h67bkrwv5yf0,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,252,未确认,P1,ArkUI,,,"该调用前 uniqueId 由 const uniqueId = node?.getUniqueId(); 得到，类型可能为 number | undefined；而文档声明的接口 freezeUINode(uniqueId: number, isFrozen: boolean): void 要求传入 number。未判空直接调用属于接口参数类型不匹配。",,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","this.getUIContext().freezeUINode(uniqueId, false)",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,"文档原第249-252行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode(uniqueId, false)；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。","在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第255-259行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, false)。"
cmramc95t0r77h67bgb0hx5dw,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,245,未确认,P1,ArkUI,,,"该示例中 uniqueId 由上一行 const uniqueId = node?.getUniqueId(); 获取。由于使用了可选链，node 不存在时 uniqueId 的值可能为 undefined，但当前小节接口签名为 freezeUINode(uniqueId: number, isFrozen: boolean): void，要求第一个参数为 number。直接传入 uniqueId 与接口定义不匹配，示例存在类型检查失败或无效调用风险。",,"if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,"文档原第242-245行通过node?.getUniqueId()得到uniqueId后直接调用freezeUINode(uniqueId, true)；配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5154行表明getFrameNodeById返回FrameNode | null，interface/sdk-js/zh-cn/api/arkui/FrameNode.d.ts第832行表明getUniqueId返回number，interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5796行要求uniqueId为number。","在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第246-250行先判断node !== null，再调用node.getUniqueId()和freezeUINode(uniqueId, true)。"
cmramc9860r7hh67bilzehskm,0.30.1.3,检测 Markdown 文件中常识性错误检查,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,207,未确认,P2,ArkUI,,,"接口签名 `freezeUINode(uniqueId: number, isFrozen: boolean): void` 中 `isFrozen` 为必填参数，参数表也标记为“是”，但说明中又写“默认值为false”，必填属性与默认值描述不一致。",,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5789行明确写明freezeUINode(uniqueId)的isFrozen参数“默认值为false”；文档原第207行与接口一致，不属于文档常识性错误。,无需修改zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md中freezeUINode(uniqueId)的isFrozen参数默认值说明。
cmramc97y0r7gh67b9up5e9zr,0.30.1.3,检测 Markdown 文件中常识性错误检查,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,87,未确认,P2,ArkUI,,,"接口签名 `freezeUINode(id: string, isFrozen: boolean): void` 中 `isFrozen` 为必填参数，参数表也标记为“是”，但说明中又写“默认值为false”，必填属性与默认值描述不一致。",,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5776行明确写明freezeUINode(id)的isFrozen参数“默认值为false”；文档原第87行与接口一致，不属于文档常识性错误。,无需修改zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md中freezeUINode(id)的isFrozen参数默认值说明。
cmramc9a70r7ph67blmf2umac,26.1.2.1,对于复杂原理/概念，查看文档是否适当使用图表，辅助内容理解,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,,,9,未确认,P2,ArkUI,,,该段同时说明WindowStage/Window、UI实例、窗口关联、全局UI接口、执行上下文、调用链追溯和失败场景之间的关系，属于较复杂的机制性概念说明。当前仅以长段文字描述，缺少关系图或流程图辅助读者理解正常调用路径与非UI页面/异步回调调用失败路径的差异，符合该规则下“复杂原理/概念未适当使用图表”的问题特征。,,在该段后补充UIContext上下文追溯机制示意图，展示WindowStage/Window通过loadContent创建并关联UI实例、接口调用时通过调用链追溯UI上下文，以及非UI页面或异步回调中可能无法追溯上下文而调用失败的路径。,在Stage模型中，WindowStage/Window可以通过loadContent接口加载页面并创建UI的实例，并将页面内容渲染到关联的窗口中，所以UI实例和窗口是一一关联的。一些全局的UI接口是和具体UI实例的执行上下文相关的，在当前接口调用时，通过追溯调用链跟踪到UI的上下文，来确定具体的UI实例。若在非UI页面中或者一些异步回调中调用这类接口，可能无法跟踪到当前UI的上下文，导致接口执行失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_2_1.md,体验,内容清晰性,原理描述清晰性,对于复杂原理/概念，文档提供适当图表，辅助内容理解,否,文档原第9行是模块背景说明，描述UI实例、窗口和调用链上下文关系；同文件第23行已说明获取UIContext实例的方式，第99-190行和第221-342行给出具体调用示例。该段不是必须配图才能理解的复杂算法或流程。,无需针对本条新增图表；仅按功能完整性问题在zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第9行补充UIContext能力和收益描述。
cmramc94y0r73h67bxrvg15fp,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,207,未确认,P2,ArkUI,,,规则明确要求换行符统一使用 `<br>`，`<br/>` 属于错误写法；该行在表格单元格内使用了两个 `<br/>`。,,| isFrozen | boolean | 是 | 是否设置冻结。<br>true表示设置冻结，false表示设置不冻结。<br>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5789行使用“<br/>”描述freezeUINode(uniqueId)的isFrozen参数；文档原第207行与配套接口写法一致，不应按本条改为<br>。,无需修改zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md中freezeUINode(uniqueId)参数说明的<br/>写法。
cmramc94q0r72h67b8lxl9183,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,87,未确认,P2,ArkUI,,,规则明确要求换行符统一使用 `<br>`，`<br/>` 属于错误写法；该行在表格单元格内使用了两个 `<br/>`。,,| isFrozen | boolean | 是 | 是否设置冻结。<br>true表示设置冻结，false表示设置不冻结。<br>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,配套接口文件interface/sdk-js/zh-cn/api/@ohos.arkui.UIContext.d.ts第5776行使用“<br/>”描述freezeUINode(id)的isFrozen参数；文档原第87行与配套接口写法一致，不应按本条改为<br>。,无需修改zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md中freezeUINode(id)参数说明的<br/>写法。
cmramc9420r70h67bqdquqi7m,0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,196,未确认,P2,ArkUI,,,该行整体为中文说明语境，加粗标签“原子化服务API”后的冒号使用了英文冒号`:`，应改为中文冒号`：`，并保持冒号位于加粗标记内部，与文档中“**系统接口：**”“**系统能力：**”等格式一致。,,**原子化服务API：** 从API version 18 开始，该接口支持在原子化服务中使用。,**原子化服务API:** 从API version 18 开始，该接口支持在原子化服务中使用。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,是,文档原第196行中文语境标签“原子化服务API”后使用英文冒号；同仓zh-cn/application-dev/reference/apis-arkui/js-apis-postCardAction.md第23行使用“**原子化服务API：**”格式。,将zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第198行改为“**原子化服务API：** 从API version 18开始，该接口支持在原子化服务中使用。”
cmramc93t0r6zh67brmjm13ac,0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,76,未确认,P2,ArkUI,,,该行整体为中文说明语境，加粗标签“原子化服务API”后的冒号使用了英文冒号`:`，应改为中文冒号`：`，并保持冒号位于加粗标记内部，与文档中“**系统接口：**”“**系统能力：**”等格式一致。,,**原子化服务API：** 从API version 18 开始，该接口支持在原子化服务中使用。,**原子化服务API:** 从API version 18 开始，该接口支持在原子化服务中使用。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,是,文档原第76行中文语境标签“原子化服务API”后使用英文冒号；同仓zh-cn/application-dev/reference/apis-arkui/js-apis-postCardAction.md第23行使用“**原子化服务API：**”格式。,将zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md第76行改为“**原子化服务API：** 从API version 18开始，该接口支持在原子化服务中使用。”
